ID,name,birth,phone,locality
pat97VOP0,Clyde Lake,13/11/1983,9883796,West
patHKX8E8,Tony Blackburn,26/01/2001,8051862,Southeast
patZJZCJY,Richard Taylor,19/12/1986,9693098,Northeast
patR4Y6Q7,John Kay,08/09/1931,9474957,Southeast
pat7FE7DB,Sarah Evanson,03/04/1929,8293095,Northeast
patFOVZVX,Shawn Ledet,01/11/1929,8632129,Southeast
pat11ZU81,Mary Waldren,12/09/1930,9007469,Northwest
pat8RY7ZL,Chauncey White,27/06/1958,9946621,Southwest 
pat331YQT,Linda Wolley,17/01/1926,9594941,Southwest 
patQMUG01,Benjamin Bates,07/12/1977,8880026,Southwest 
patPMM2R9,Lynn Redd,17/12/1936,8126313,East
pat3PDPAB,Pamela Cobb,17/04/1999,9032640,West
patQIC64Y,Robert Smith,15/08/1993,9404829,Northeast
pat58NWAO,Hildegard Fay,11/02/1987,9653342,Northwest
patGLG8I1,Dolly Rasmussen,15/02/1969,9657864,Northwest
patFQWIA9,Georgeann Gonzalez,17/02/1957,9899703,South
patBCFFNR,Lucile Chamberlain,16/01/1930,9308589,Northeast
patKZGEYP,Stanley Chisholm,04/10/1909,9749096,Southwest 
pat1KB57O,Tony Ensing,18/08/1930,8860547,West
pat4MO7GC,Sean Mcclure,17/03/1906,8654007,Southwest 
pat5T88WD,Sarah Edler,28/08/1926,8917823,Northwest
pat6XWDGM,Alexis Begay,20/11/2001,9134347,Northeast
pat8QUF1X,Jennifer Kiser,19/11/1949,8591705,Northwest
patJVYYTE,Shirley Pollard,28/07/1990,8429485,West
patG28QS3,Charlene Davis,07/08/1946,9617184,North
patXPRM6R,Kent Kositzke,15/12/1933,8123949,Northwest
patVQ7YT6,Anne Rivera,05/02/1999,8487926,East
patDS5QVK,Nathan Brown,12/04/1991,8207167,Northeast
patDSXNNZ,Diana Silva,25/12/1964,8944971,Northwest
pat63I1QQ,Angela Clary,15/02/1920,8729486,South
patLYEETO,Alex Brill,22/01/1900,9712199,North
patR3J0CL,Gina Maple,25/04/1942,8524738,South
patKTUU0D,Yvette Jones,10/01/1966,8739190,Northeast
patRJIY8D,Marissa Nealy,01/02/1995,9435093,Southeast
patN4UOJS,Eddie Wong,15/11/1975,9495567,North
patFJDC1W,Annette Richters,04/12/1966,8855774,East
patOAKV74,Amanda Massie,23/10/1994,9875981,Southwest 
pat71G8WC,Mary Cable,03/12/1945,9640720,North
pat9SLGQR,Emily Barbosa,22/11/1904,8767096,Northeast
patZ2IW10,April Berwick,17/07/1952,9965896,East
patNELH8C,Jennifer Slatton,14/12/1939,9344170,Northeast
pat578B1J,Mason Newhouse,04/08/1916,8317317,Southwest 
patVE0PDO,Jennie Adams,19/06/1978,8304306,West
pat1DMSG0,Minnie Stephens,03/03/1964,8286620,South
patLEP5MS,Arthur Cully,09/07/1974,8428704,Northwest
patU0JW6U,Erline Victorero,23/11/1924,9084569,Southwest 
pat5OICCC,Rachael Weaver,20/03/1985,9703106,Northwest
patVTOBL4,Elizabeth Lorenzen,05/10/1966,8073273,North
pat3TF5WG,Sara Beyl,23/08/1950,9549477,Southwest 
patVKCQXS,Victor Buban,10/04/1979,9201082,North
patUGMIPD,Sheree Owings,12/08/1907,9059141,Northeast
patDNBT34,Thomas Stevens,19/06/2000,8324181,East
patDRLIMQ,Patrick Sepulveda,03/08/1958,8739653,Northeast
pat8X7960,Emma Swedlund,02/11/1907,9276959,North
patIAKS17,Elena Locklear,19/08/1952,9364737,Northwest
patTKGPGW,Vernon Collin,09/02/1930,8360000,North
patIR2JLH,Kelvin Placha,24/11/1986,9880473,Northwest
patC31TQD,Nathan Courtney,25/06/1973,9938287,Southeast
patWZT7QN,Harris Acevedo,11/03/1983,8274863,Southeast
patGKJDO6,Denice Castle,10/01/1973,8592925,Northeast
pat7L7KCJ,Dee Garrison,25/12/1965,8732051,East
patM8SE7O,Daniel Braxton,07/05/1917,8650145,Southeast
patZU3UQ2,Jason Hayden,15/12/1931,8897063,Southeast
patEKHC22,Minh Elms,17/02/1944,9571976,North
patQ0IHSM,Grace Shelton,03/07/1910,9565468,South
patF5DEMB,Joe Smith,12/05/1983,9850592,Northeast
patY5ZJV6,John Plungy,14/03/1987,9347946,North
patJWEHFW,Jacqueline Vanbuskirk,09/10/1998,9208540,Northwest
patBF0AO5,Marvin Weisenfluh,17/11/1963,9613418,Northeast
patSSON9I,Toby Spicer,20/06/1962,8691735,Northwest
pat1JH8RU,Gloria Pulver,01/01/1935,8394107,Southeast
patDA0XJ7,James Baca,09/11/1980,8550632,Southeast
patP93ADU,John Stalker,20/05/1955,9225455,West
patH31ZVB,Linda Exline,13/09/1945,8106860,West
patITDY9W,Cynthia Stein,12/09/1981,8941022,Northwest
patS56N82,Bruce Pointer,10/05/2003,9531147,Southeast
patAJMZBF,Fred Guerrant,01/12/1978,9861967,Northwest
patJ72NME,Carolyn Cochran,26/01/1947,8894768,Southeast
pat2TNBB2,William Land,08/09/1967,9741850,West
patG9L0ZL,Joseph Koroma,09/11/1987,8349757,North
patD77B8K,John Alvarado,11/06/1966,8382077,Southwest 
pat4S7B7L,Augustine Dewitt,24/03/1942,9030299,Southwest 
patD4QFGV,Marshall Garcia,12/02/1991,8605332,North
patXZU4ZJ,Dianne Richter,02/07/1924,8278605,Southwest 
patDBZRGH,Rodney Stout,19/10/1979,9069634,Southwest 
patV7XGU7,Ellen Weipert,12/12/1904,8473120,Northwest
pat5MHWDC,Helen Evans,26/12/1980,9311536,South
patRI8US5,Carlos Malizia,18/09/1983,8452855,South
patB4A1QB,Wanda Lesueur,18/03/2001,8050253,Northeast
patWCXNS6,David Anderson,12/02/1983,8939869,West
pat0YXHQL,Fred Solis,18/08/1971,9144736,Northwest
patG6A6B4,Sam Cheng,12/01/1953,8601907,South
pat4LPZDY,Philip Naumann,10/04/2003,8705029,East
patJUMO81,David Rasmussen,28/02/1985,9640559,Northeast
pat3M98YF,Michelle Denton,01/01/1915,9100987,Southwest 
pat0J2QXL,Felicia Delgado,21/05/1910,8947349,Northwest
patCG51SH,Victoria Janson,18/07/1983,9183496,Southeast
patST8ZEA,Mark Talley,11/08/1950,8472443,West
patLFRDKV,Jose Elbert,01/08/1900,8735810,Southeast
patD83LQV,Steve Romero,08/09/1976,8180692,Northwest
pat6A8BA3,James Sallee,22/03/1973,8884763,South
patMSZS99,Don Dulin,21/02/1937,9149613,West
patMJAM9N,Martha Ross,02/09/1967,9448968,North
pat3C84Y6,Grace Steward,08/03/1948,9543222,Northwest
pat44YN75,Dorothy Mcafee,03/11/1913,9782959,Northeast
pat9NYTRT,Jason Priest,14/09/1968,8251094,West
patHSAP6W,Antonio Welter,26/08/1987,8709211,Northeast
patBMUMZ8,Matthew Delargy,06/10/1982,9020337,East
pat9YN0VQ,Milo Crites,23/12/1962,8665288,East
patD14GUR,Jean Somerville,04/12/1979,8163007,East
patOAS701,Joyce Mcbroom,23/11/1920,8974772,Northwest
patDRHFX5,Connie Champagne,03/09/1935,8509006,South
patOTB9WM,Angela Cohen,17/01/1973,8419590,Northeast
patJ48K3L,Vickie Spiers,15/02/1983,8781382,South
patTBSVP7,Laura Olenius,05/01/1908,8382402,North
pat2WZZSU,Ida Valentin,17/09/1993,8205334,North
patK4QNH5,Charlotte Price,09/07/1902,8087334,West
patDK5D19,Lillian Harrison,12/02/1936,8697894,Southeast
patBC2YZR,Julia Snyder,05/05/1976,9974967,Southwest 
pat4PRI4T,David Chambers,22/12/1994,9018314,Southwest 
patE34WA2,Marie Vanhoy,04/11/1936,8314828,Southwest 
patGAOOIQ,Hattie Mcgee,24/01/1914,8671126,Southeast
patZN9H4O,Riley Pate,01/04/1965,8843154,Southeast
patXP9W9F,Craig Nakasone,13/11/1920,8833071,Northeast
pat5832S2,Jody Lantieri,10/05/1944,8440215,Southeast
patPIDRNR,John Williams,12/08/1983,9497906,Southwest 
patEJ4AMC,Wanda Mcadoo,28/12/1907,8357346,Southeast
patSDALVH,Daniel Good,05/11/1903,8620296,West
patQIOPU0,Sandra Price,12/06/1959,8550965,East
patERE92V,Harry Baumgardner,10/10/1996,8834296,Northwest
patKR282Q,Lillian Balistrieri,27/04/1925,9304405,Northwest
patTOUF55,Ursula Davis,25/02/1989,8344410,North
patCO4C6J,Peter Winn,04/05/1905,8857443,South
patJI182Y,Kerry Nicholson,10/08/1938,8839134,Southwest 
patX4VQ6W,Diana Holmes,15/11/1970,9271705,Northeast
patOIUU50,Marian Ebling,15/03/1983,9981487,Northeast
pat91SKYC,Karl Brogan,22/04/1954,9790253,Southeast
patK7E2IY,Jessica Denley,01/05/2001,8697531,Southwest 
patFM5VJP,Jenna Snyder,11/08/1951,8385154,North
patVYQZ55,Mary Smith,13/12/1915,9829724,North
pat13CQOP,Tyrone Garcia,03/02/1906,9273091,Southeast
patOYIFCR,Robert Strickland,09/07/1998,9955856,West
patXNNN7C,Tasha Eddins,08/08/1902,9679001,Northeast
patY3NJXB,Giovanni Talley,09/05/1976,8391553,Northwest
patE4IFTR,Lyle James,06/03/1989,8614921,Southwest 
pat45KO50,Erwin Mcelhaney,02/09/1918,8771357,West
patCXCQ59,Patrick Battles,19/01/1977,8739690,West
pat3O3PP5,Peter Grudem,23/12/1951,8664132,Southwest 
pat5GV6AT,Michael Farmer,18/10/1991,8051267,Northeast
patMQAAVQ,Rodney Jernigan,18/11/1954,9588384,Southeast
patSNSB84,Joseph Schiavone,08/07/1960,8672719,South
patDBW7AN,Jody Davis,08/07/1936,8653623,East
patXGJS69,Susie Wise,26/09/1932,8700781,East
patK8VYGV,Mae Myers,11/01/1998,8301649,Southwest 
pat0DDLWR,Joanne Boozer,26/08/1949,9563873,West
patQC8WOU,Bryan Keyes,18/11/1924,8959340,Northeast
pat7PXQKF,Lou Woodson,14/03/2000,9689444,South
patFNGE1F,Yolanda Lee,20/02/1988,8634124,East
patT9TX8S,Lillie Willey,24/12/1950,9725345,Southeast
patW1GX5H,Gerald Piirto,09/12/1937,9220211,Southwest 
patF2AXSJ,Karen Hines,02/09/1950,9708097,South
patEYG6N9,Stephanie Carbone,23/01/1968,9933004,Southeast
patPXF5L8,Vickie Ward,09/12/1975,9526872,Southwest 
patNZ3Z06,Ruth Rose,12/12/1945,9674975,West
patLIGIA6,Peter Marshall,18/08/1912,8066781,North
patNOYX7U,Paul Coyle,09/11/1942,9191207,Southeast
patHF7G66,Jessica Gillenwaters,24/07/1935,8590246,Southeast
pat97T1QS,Robby Gent,22/07/1977,9046861,South
patPEGB25,Randy Dowling,02/08/1970,9286568,West
patCORGY5,Janice Friesen,19/11/1916,9632965,Northeast
pat0J7UL5,Sarah Landor,08/02/1962,9447804,Southeast
pat5HBTRL,Thomas Gross,05/06/1921,8735617,South
patV422ZX,William Evans,15/01/1979,8103338,Southeast
pat9HZYH0,Thomas Conway,01/05/1973,9897127,Northeast
patJB68DR,Sheila Dye,17/11/1976,9076264,Southeast
patKHWE5S,Lawrence Fonder,11/01/1956,9103204,South
patTWCDAB,Charles Adams,20/03/1949,9708108,North
patH7LE7W,Colleen Robbins,15/01/1974,9814097,West
patXCGA41,Walter Rosenberg,04/02/1958,8339317,North
patXQ5F9J,John Grundhoefer,24/03/1994,9435727,Northeast
patNLM5B4,Kathy Ensing,25/11/1969,8854250,Southwest 
pat79ODDE,Donald Murray,09/06/1992,8694649,South
patJINGJU,Kelsey Breisch,12/05/1937,9845430,North
patQCWETD,Jean Gallo,02/08/1991,8436854,Northeast
pat35OGQX,John Herrin,07/01/1938,9677967,Northwest
patI4QL9D,Anna Costa,13/03/1997,8985493,Northwest
pat9YZSAF,Robert Shelton,17/02/1921,8107304,Northwest
pat0CUS3E,Matthew Okuhara,04/11/1944,9875323,Southeast
patED3W03,Evelyn Logan,21/11/1978,9874129,Southeast
pat6CG8KS,Sandra Weeks,21/01/1967,8346121,North
patY1XP9U,Cedric Fawcett,20/06/1989,9233867,Southeast
patJKOG7N,Cordelia Hope,22/05/1980,9154043,Southeast
patF3ESC9,Enrique Eastwood,20/02/1980,9615464,North
patMKNL54,Robert Murray,19/01/1922,8282718,East
patH7RLBZ,Ricky Takahashi,03/04/1920,9682449,Southwest 
patQGMKK1,Bertie Dillahunt,07/07/1951,8702364,Southeast
patI6MT0O,Tarah Trevino,07/05/1903,9648069,West
patBWOMLU,Tara Dawson,14/08/1911,9839142,South
pat4QV7FK,Ray Sylvia,23/08/1965,8294375,Southeast
patW93ZGA,Glenn Hawkins,27/01/1906,9683659,Northwest
pat4Z26TL,Wanda Macleod,01/05/1921,8338927,West
patHAONOW,Johnny Severson,11/01/1933,8048270,Northeast
pat365HI2,Clara Hernandez,21/01/1922,8644979,Southwest 
patN1Z84G,Harold Prather,23/04/1936,8405768,Southwest 
patWDPRHJ,Gilbert Lyon,16/02/1949,8658324,Southwest 
pat7SGM7A,Ann Cardenas,14/01/1999,8029891,West
patDJQZ1F,Cleo Mcdonald,06/12/1996,8604297,Southeast
pat4JFHZC,Sally Carlson,14/01/1921,8398608,East
pat2T00OE,Kenneth Gomez,12/06/1901,9209955,North
patUVYJ50,Reginald Murphy,22/02/1910,9002932,Southeast
pat7VB27J,Robert Roberts,14/06/1929,8656688,East
patKC35I2,Joshua Meredith,02/06/1996,8629527,Northeast
pat2ETZ4R,Serena Allen,12/11/1934,8416882,Northwest
patV7S2HX,Martha Allen,19/03/1901,8180432,North
patTSMDU9,James Brimfield,06/11/1958,9250316,West
patBKHTY2,James Holt,27/04/1940,9113120,Southwest 
patOM28N3,Debra Parsons,19/05/1918,9912002,West
pat1EQVY0,Mindy Duncan,25/02/1999,9134214,Southwest 
patUFWQ6V,Damian Koffler,12/08/1989,8059703,Northeast
patC82ELP,Ellen Wright,03/05/1941,8626546,West
pat7LG1A0,Ann Emfinger,02/05/1958,8672979,West
pat98AT00,Robert Rautenberg,01/06/1962,8874673,West
pat5HP7F1,Annette Saul,11/01/1938,9279391,East
patK8TGMO,Elmer Aeschliman,16/02/1941,8048378,Northwest
patY7GQ7S,Wilhelmina Mitchell,10/07/1972,9106125,East
patP9LDS2,Bonita Montes,04/03/2001,8763033,South
patPH84HO,Albert Turner,12/05/1949,9873585,Northeast
patRAK6AN,Juanita Jamison,13/04/1992,9669788,Southeast
patVLCOE9,Larry Garnett,14/10/1988,8058621,Southeast
pat8TWELN,Eileen Haden,01/12/1946,8066545,Southeast
pat8YEIGC,Adam Kastner,25/06/1961,8985426,North
patK4GD2J,Debra Smith,21/05/1917,8545615,East
pat6PCQO1,Michael Moore,18/09/1963,9783153,East
patOP5M2P,Adam Johnson,07/09/1966,8180833,Southeast
patA70FI0,Joseph Overton,19/06/1962,9361513,North
pat0YNZP6,Nita Miller,02/04/1912,9558918,Southeast
patGAQWHE,John Ducharme,07/08/1948,9094464,East
pat5NR8MC,Carole Doiron,22/02/1900,8230735,North
pat41RN4W,Abel Burke,27/02/1992,8385422,Southwest 
patTHRKXC,David Campbell,10/10/1945,9973605,Northeast
patJUU710,Tammy Barnes,19/02/1986,9801218,Northwest
pat2FQSI5,Terry Sanford,23/10/1974,8857209,East
patE7E78O,Sadie Ellis,10/12/1924,8652830,North
patYE5U1F,Lorraine Hill,09/07/1965,8245414,North
patG9DV3K,Lauren Goebel,13/07/1926,9766092,Northwest
pat6KSKT8,Larry Hendrickson,09/10/1976,8767259,Southwest 
pat7RKHE0,William Lam,18/06/1958,8177518,South
patK366N5,Katherine Elliott,25/01/1963,9796442,Northeast
patYF9NFK,Frances Brown,18/04/1949,8968423,Southeast
patSN7XJD,James Wilson,17/08/1935,9849064,North
pat8ZL0ZI,Walter Davenport,05/01/1950,8045363,Southeast
patBV5AH4,Gordon Abbott,18/01/1977,9731401,Southwest 
patAH2WUM,Mui Knox,18/06/1922,8602139,South
pat258UUT,Mark Velez,03/11/1932,9073419,Northeast
pat728TPN,Faye Cadle,12/01/1918,8224530,Northeast
patQFPV15,Jeanne Williams,06/02/2001,9351145,Southeast
pat0UN8NF,Anthony Gilmore,07/03/1909,8497810,Southeast
pat68UGVN,Wilma Spitzer,03/10/1919,8227202,Northeast
patEGU2HQ,Jennie Mason,22/07/1984,9420365,Southwest 
patXTEXQP,Carrie Carter,01/12/1910,9235804,South
pat37EU8C,Tanya Sartin,03/02/1923,9090063,West
pat2OKWD0,Carl Cunanan,17/07/1944,9985974,West
pat72DRSY,Ruby Aquino,05/02/1911,9950225,West
pat4U65O7,Tina Mikulak,22/04/1975,8112484,Southwest 
patOPA7LI,Bobby Miranda,20/11/1969,9078175,Northeast
patIVX5FV,Helen Baxter,18/01/1991,8954823,South
patT7DZHP,Peter Chavez,16/07/1989,9586367,Southeast
pat5GJGCG,Sharon Cox,01/03/1953,9942393,Northeast
patWDJN2J,Amber Lee,03/07/1989,8357889,Northeast
pat9JBXZ1,Mark Scanlon,26/09/1967,9164573,East
patJTLV67,Rebecca Lemley,16/03/1945,9316053,West
patRZIFL3,Linda Born,28/09/1958,8468069,East
pat7H679B,Scott Tesch,17/07/1943,8199702,South
patCPRGI5,Bruce May,06/12/1966,8376293,Southeast
patH6ROOS,John Ramirez,01/05/1963,8288295,Northwest
patM0SMDS,Garrett Orcutt,11/01/1957,8787195,South
pat8BXGAE,Gail Steel,28/12/2000,9563580,East
pat44I75J,John Dessecker,01/05/1905,8425300,West
pat6LW98V,Jamie Mattson,09/03/1977,8449279,South
patE9XRV4,Kristina Cardinal,27/05/1975,9898008,East
patX0AW4Y,Joshua Jacobs,27/02/1909,9582645,Southeast
patBS9ZVY,Elizabeth Haraway,10/09/1984,8042572,Southeast
patTCONN7,Mary Cosio,05/09/1956,9290978,South
patIBZXRZ,Clayton Montz,14/07/1913,8962245,North
patXED5TF,Irene Guerrero,22/06/1904,8506638,West
patC33DD7,Jason Cruz,19/08/1994,9212078,Northwest
patI5BGIT,Hector Carlson,21/04/1920,8779244,Southwest 
pat62A13M,David Baker,16/12/1918,9097015,Southeast
patWL4PUK,Mary Markum,07/08/1992,8335918,South
patESNDG0,Connie Beckstrom,09/08/1990,9363679,Southeast
patKPNO1L,Sandra Wilkie,10/01/1939,9458509,North
pat8H01ZM,Halina Harding,09/02/1970,8801696,East
patEXLD59,Sabrina Alva,22/12/1999,8832782,Northeast
patAOYDJD,Rafael Wang,06/03/2003,8960167,South
pat8SWP59,Jean Donnerberg,21/09/1936,9324520,East
patRLJ4PJ,Herbert Savage,24/01/1927,8065875,West
patXZS1LP,Connie Restrepo,10/08/1975,9860732,North
patA18353,Greg Cornely,18/04/1992,9435002,Southeast
patCA5YX7,Christopher Lampl,17/04/1942,9201045,Northeast
patZ1VZ7J,Kathy Mcmorris,01/05/1961,8289215,Northeast
patJS7BIT,Rebecca Haberman,21/12/1986,9450555,South
pat5F8TUO,Tracey Colon,06/08/1902,9764984,East
pat353NC5,Katherine Johnson,22/04/1965,9305373,East
pat7KLKFB,Robert Margulis,10/04/1906,9014305,Southeast
patEHS41A,Cheryl Combs,17/01/1930,9684353,South
patT1L7CC,Brenda Phillips,20/04/1921,8202814,North
pat8NJS1L,Stanley French,03/07/1910,9888348,South
patTJ7ZC8,Alan Lee,24/08/1997,9569575,South
patK3C9P8,Richard Sheppard,26/12/1921,9746227,Northwest
patHUY6R6,Dennis Armstrong,25/07/1906,9359448,Southeast
patX0W51Q,Grace Derr,05/07/1986,8839403,Southeast
patHRNSL4,Juan Brown,19/09/1914,9053757,East
pat43UW74,Jeffrey Daniels,05/08/1917,9413174,West
patW0FQDV,Evan Fox,08/01/1945,9839076,Southwest 
pat88CRHB,Katharina Darling,03/06/1937,9422906,Southeast
patZZBM1L,Julie Davies,08/04/1992,8846191,East
patJ0B5C2,Veda Yager,02/01/1961,9999392,Northeast
pat1ERC2X,Mark Liggins,17/05/1986,9348845,West
patXB0KN2,Rebecca Atwell,28/11/1933,9744773,Southwest 
patU2FS4U,Kathleen Stewart,21/10/1918,9083409,North
patFNA7SR,Adela Tidwell,02/08/1925,8020813,South
patIUREC9,Marlene Walker,21/01/1900,9876269,Northeast
patC0XP8D,Sylvia Boyd,21/09/1915,8148019,Northwest
patQY5LVZ,Kathleen Pischke,21/08/1954,8585696,East
patFANADG,Roxane Berger,12/06/1920,8030114,North
patWSO6BD,Christopher Daugherty,19/02/1904,8517587,North
patJGZXPK,Russell Beisch,05/03/1935,8793288,East
pat3C9ORW,Emma Jackson,05/04/1995,9466317,Southeast
patW2TW0R,Ira Thompson,05/11/1936,9430859,Northeast
patI6UAMQ,Cheryl Lacoste,13/02/1979,8708192,West
patZT4J81,Brenda Rogers,07/08/1931,9344127,Northeast
patE19TSX,Chester Ayala,19/01/1965,9788147,Northeast
pat732XA6,Taylor Jennings,01/05/1921,9127944,North
patSQ0TNK,Buddy Ensley,28/10/1927,9402041,East
patU6D1OV,Theresa Wheatley,20/02/1910,8502270,Southwest 
pat6BZYP3,Stephen Gordon,19/04/1969,9714766,Northwest
patHTRD7V,John Terrell,05/02/1975,9212717,Southeast
patJIFQJI,David Gandara,28/11/1969,8158467,Northeast
patT0U5HD,Vincent Patton,20/07/1965,8534338,Northeast
pat5S5RPF,Edna Gismondi,05/03/1937,8194268,East
patTH9PWN,Michelle Dozier,03/01/1907,8407132,East
patWMMAF3,Sarah Leusink,11/08/1968,8478718,Southeast
patB5HY4S,Mary Whiteman,03/10/1995,8139234,North
pat9DMUD9,Charlie Voris,16/11/1985,8528860,Northeast
patCMCMXZ,Christopher Blackburn,01/10/1931,8632432,Southeast
patSW0QG7,John Amisano,20/11/1954,9948637,Northwest
patF7XTM0,Dawn Slade,12/04/1966,9011900,Southeast
patZ93F66,Christina Mickel,15/07/1994,9807169,Southwest 
pat28A4ZY,Paul Armstrong,18/04/1902,8007160,South
patQFJ68V,Scott Palmer,08/06/1999,9778983,West
pat76ODGD,William Ratliff,18/04/1993,9353134,Southeast
patON6DJY,Leon Waldon,24/07/1980,8630937,North
patSQAGRE,Ann Dial,20/11/2001,9063166,West
patIHWHRY,Shalanda Owens,03/11/1900,9090966,Southwest 
patP6PZDS,Eric Lytch,13/05/1960,8958199,East
patK7FNUC,Andrew Jones,18/07/1908,9531233,Southeast
patTLT3ER,Michelle Malloy,13/10/1928,8898106,Northwest
patOSH8NV,Bridget Hurst,09/01/1934,9283449,Southwest 
patQDZN2D,Genoveva Biggerstaff,23/10/1966,8471522,Southwest 
patOQCKZZ,Darren Plessinger,07/12/1966,9696329,North
patCDUP7P,Corey Kuster,03/03/1956,9028629,Southwest 
patSZPBAD,Christopher Quezada,10/01/1950,9299953,East
patH9A9CY,Margarita Terrano,15/03/2002,9396345,South
patWTAL0I,Charles Gagner,04/05/1973,9545192,Northwest
pat0TUI9H,Sylvia Simmons,02/07/1949,9662360,Southeast
pat46Y82C,Edwina Nelms,11/08/1969,8028937,North
patH876VG,John Borghese,28/11/1926,8164788,Northeast
patD7CIW0,Elisha Ryan,26/02/1912,9103068,Northwest
patXW9LQA,Hattie Henrich,01/11/1962,9008457,Southwest 
patXVP63W,Julie Simpson,14/03/1942,9949154,East
patZYLVNX,Dorothea Canty,24/07/1972,8354756,West
patQ8Y6ET,Louis Atchison,12/12/1936,8335622,South
patTRR6LY,James Anderson,15/06/1935,8137298,East
pat0W7X1W,Clyde Filley,03/02/1998,9717609,Northeast
patQI1S8H,Lynn Gonzalez,25/02/1966,9951358,West
patJRJLQ7,Jessica Feldman,17/12/1930,8927238,Southeast
pat6VTS30,Rose Leven,16/05/1953,8838017,Southeast
patWQ15JL,Clara Plancarte,28/08/1902,9902843,South
patNCD7E7,Gloria Collin,02/11/1979,9794198,Southeast
patHSYY2P,Don Sierra,25/06/1923,9999752,Southeast
patXX17XX,Steven Richardson,07/11/1924,8706065,Southwest 
patNCH3FY,Charles Hoover,16/06/1925,8724853,Southwest 
pat9LY157,Jerold Duvall,06/10/1980,8392432,South
patAVDLD9,Georgianne Shattuck,28/05/1951,9285659,Southwest 
patPJSF7I,Eric Goss,22/02/1947,9624791,Southwest 
patEURKW9,Antonio Ford,09/07/1956,8928819,West
patXZDUY5,Yvette Mckinley,01/03/1989,9871558,South
pat45LED7,Francis Bruce,21/11/1993,9500458,West
patVS793A,Frederick Williams,23/10/1980,8293828,West
patFTBID8,Holly Montoya,18/05/1979,8594877,South
pat4HK8JX,Lonnie Lipps,05/12/1946,9471509,Northeast
patPYPSFO,Linda Goulet,11/12/1982,8044436,Northwest
patDID12E,Vincent Madden,02/06/1977,8431692,North
patKGLTZE,Caryl Witek,14/04/1941,8070126,Northeast
patZETR55,Matthew Brown,01/12/1929,8824702,East
pat15XQCX,Todd Kelley,04/01/1970,9330911,Southwest 
patNKFHDH,Robert Seery,16/09/1974,8600107,Northeast
patLO5TB7,Dave Motley,12/06/1949,9999650,South
patR9RPCC,Carol Cayea,28/09/1983,9686205,Northeast
patRNYRYI,Mary Loggains,01/09/1936,9908426,Northwest
pat64DKQ9,Weston Cortes,01/02/1934,9743871,West
pat6HRM2O,Deborah Lee,06/12/1939,8611891,North
patLOMZ5R,Samual Swatzell,27/11/1911,8903379,Northeast
patO2JXXA,Jeremy Campos,22/04/1975,9716017,Southeast
pat0DKKCR,Roy Shakin,10/02/1992,9800479,Southwest 
pat765X8Q,Keri Robbin,06/08/1943,8615153,Northeast
pat1K0NU9,Beverly Wise,26/05/1982,8891817,South
pat8CJ1QX,Matthew Edmonds,18/03/1955,8431041,West
patT7D39E,Richard Mullins,07/11/1913,9085062,North
patFA69V1,Doris Burger,21/02/1977,9289343,Northeast
patUZQUB0,Gwendolyn Recker,02/08/1986,8005993,North
patSG2IGQ,Annie Cameron,18/05/1922,9643243,Southeast
pat772OYB,John Smith,02/06/1998,8024374,Northeast
patNCNTY9,Tonya Jones,27/06/1900,8367646,Southeast
patNVSO47,Marlene Detrolio,22/04/1965,8611406,South
patGPGA7L,Ellis Phagan,16/09/2002,8757269,Southeast
pat6HNRLD,James Boyle,19/07/1992,9132335,Northwest
patSECG72,Walter Palmer,21/02/1984,9618804,North
patDW1P7B,Robert Rodriguez,20/06/1977,8795137,South
patQF58OB,Tasha Smith,19/11/1931,9406808,Southeast
patDPTYTA,Harold Bullington,18/07/1976,9936992,Northeast
patKKYPFV,Jason Hales,06/03/1920,8620600,North
patOVJBZA,Thomas Serpa,02/07/1970,9130985,South
patRYVYXP,Eddie Lowell,07/11/1998,8316685,South
pat6Y7SXD,David Shaw,22/03/1927,9201349,Northeast
patMLADGC,Madonna Lavalley,08/12/1962,8577748,North
patFCDD5M,Karen Cox,01/11/1913,9432984,Northeast
patWCJSD1,Adam Mckay,02/05/1984,9010758,Southeast
pat04FQ35,James Ellithorpe,21/04/1926,9664374,North
patIKQ85I,Arlene Davis,02/03/1997,8199783,East
patLRNH6B,Vicki Marshall,19/10/1941,8231943,South
patVNAUXX,Richard Wogan,08/07/1927,9590105,East
patQPPCSZ,Renee Lasky,28/10/1949,9920143,West
patOKF7CJ,William Murdock,12/12/1962,9804786,Northwest
patNFI5R1,Marsha Donnelly,17/02/2002,9091949,South
patV4YI5H,Phillip Rios,07/07/1971,9268772,North
patNC0RIX,Cynthia Grayson,22/10/1910,9754040,Southwest 
patK4KZWY,Edward Winslow,01/03/1999,9989937,Northeast
patWLIVKU,Patricia Morris,23/05/1958,9673196,Southeast
pat4VHNFU,Kelli Adams,04/05/1922,9552776,Southwest 
patF6C8U6,Kevin Gehling,07/03/1911,9119699,Southwest 
patZ2SF0W,Arnold Stapleton,08/10/1901,8583261,North
patTW42ZE,Mark Edelman,04/10/1980,9560327,East
patO284V3,Angela Vadasy,11/01/2002,8778409,Southeast
patQIL6DC,Frederick Paddock,28/09/1989,8848142,Northwest
patNBN6CK,Stacy Lane,01/01/1974,9618866,East
patJUIU6Z,Wanda Porter,25/04/1988,8775458,Southeast
patOT66SD,Veta Huss,18/02/1936,9769186,South
